"name","description","slug"
"disclaimer","<p>""The main contact person shall receive all e-mail notifications related to the visit request and is not yet part of the actual guest count. However, if the main contact person will join the visit, kindly click the ""same as contact person"" check box for guest #1 to avoid having to re-type the required information.""</p>","booking-disclaimer"
